"","bsr","currency","dim_unit","dim_x","dim_y","dim_z","price","reviews","reviews_count","weight","weight_unit","sales"
"1",720,"EUR",NA,NA,NA,NA,43.99,4.2,49,5.6,"Kg",587.5
"2",250,"EUR",NA,NA,NA,NA,15.93,4.5,NA,159,"g",885
"3",9008,"EUR",NA,NA,NA,NA,21.95,4.4,92,798,"g",122.5
"4",147,"EUR",NA,NA,NA,NA,20.26,4.9,NA,181,"g",1536.5
"5",1595,"EUR",NA,NA,NA,NA,24.99,4.3,NA,1.7,"Kg",367.5
"6",455,"EUR",NA,NA,NA,NA,19.63,4.1,NA,NA,NA,675.5
"7",7314,"EUR",NA,NA,NA,NA,31.2,4.5,86,NA,NA,145
"8",160,"EUR",NA,NA,NA,NA,29.61,4.1,NA,2.4,"Kg",1116.5
"9",3603,"EUR",NA,NA,NA,NA,25.33,4.5,NA,2.4,"Kg",193.5
"10",32,"EUR",NA,NA,NA,NA,62.42,4.2,1622,4.2,"von",3240
"11",27,"EUR",NA,NA,NA,NA,22.98,4.2,NA,4.2,"von",3240
"12",112,"EUR",NA,NA,NA,NA,32.99,NA,NA,4,"von",1536.5
"13",1402,"EUR",NA,NA,NA,NA,6.9,3.6,NA,NA,NA,444
"14",4378,"EUR",NA,NA,NA,NA,3.71,3.7,NA,NA,NA,77.5
"15",428640,"EUR",NA,NA,NA,NA,18.3,NA,14,NA,NA,122.5
"16",NA,"EUR",NA,NA,NA,NA,23.99,NA,NA,NA,NA,NA
"17",1113,"EUR",NA,NA,NA,NA,7.95,4.8,NA,118,"g",178
"18",16371,"EUR",NA,NA,NA,NA,5.99,4.3,55,NA,NA,22.5
"19",NA,"EUR",NA,NA,NA,NA,37.9,NA,NA,NA,NA,NA
"20",7269,"EUR",NA,NA,NA,NA,11.49,3.9,20,NA,NA,193.5
"21",2133,"EUR",NA,NA,NA,NA,14.99,4.9,26,68,"g",198.5
"22",2656,"EUR",NA,NA,NA,NA,NA,4.3,12,4.3,"von",118
"23",3894,"EUR",NA,NA,NA,NA,29.99,4.6,NA,4.6,"von",193.5
"24",7083,"EUR",NA,NA,NA,NA,10.9,NA,11,NA,NA,145
"25",4020,"EUR",NA,NA,NA,NA,17.9,4.3,23,4.3,"von",138.5
"26",60285,NA,NA,NA,NA,NA,NA,NA,NA,599,"g",22.5
"27",41597,"EUR",NA,NA,NA,NA,15.95,NA,12,NA,NA,122.5
"28",102,"EUR",NA,NA,NA,NA,16.9,NA,NA,NA,NA,1536.5
"29",159110,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,73
"30",23,"EUR",NA,NA,NA,NA,14.9,4.8,NA,NA,NA,3240
"31",296649,"EUR",NA,NA,NA,NA,47.97,NA,NA,NA,NA,35
"32",1454,"EUR",NA,NA,NA,NA,9.99,4.2,NA,NA,NA,224.5
"33",128143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"34",16565,"EUR",NA,NA,NA,NA,25,NA,5,NA,NA,81.5
"35",5,"EUR",NA,NA,NA,NA,0,NA,NA,NA,NA,2430
"36",222,"EUR",NA,NA,NA,NA,14.95,4.7,50,NA,NA,448
"37",1,"EUR",NA,NA,NA,NA,0,4.8,NA,NA,NA,3240
"38",11305,NA,NA,NA,NA,NA,NA,5,96,NA,NA,81.5
"39",4,"EUR",NA,NA,NA,NA,0,4.9,NA,NA,NA,2430
"40",22054,"EUR",NA,NA,NA,NA,13,4.3,NA,NA,NA,81.5
"41",28627,"EUR",NA,NA,NA,NA,19.9,3.8,NA,NA,NA,81.5
"42",128358,"EUR",NA,NA,NA,NA,12.95,3.9,NA,NA,NA,81.5
"43",385768,"EUR",NA,NA,NA,NA,18.9,NA,NA,NA,NA,22.5
"44",9389,"EUR",NA,NA,NA,NA,14.99,4.9,25,NA,NA,71.5
"45",231271,"EUR",NA,NA,NA,NA,12.19,4.7,3,NA,NA,22.5
"46",526874,"EUR",NA,NA,NA,NA,18.9,NA,NA,NA,NA,22.5
"47",137966,"EUR",NA,NA,NA,NA,12.9,NA,4,59,"g",22.5
"48",1352,"EUR",NA,NA,NA,NA,19.9,4.3,26,NA,NA,275
"49",12697,"EUR",NA,NA,NA,NA,11.35,4.5,NA,NA,NA,22.5
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",11982,"EUR",NA,NA,NA,NA,17.49,3.8,7,3.8,"von",122.5
"52",3069,"EUR",NA,NA,NA,NA,19.99,4.9,26,NA,NA,367.5
"53",32653,"EUR",NA,NA,NA,NA,16.9,NA,4,NA,NA,122.5
"54",39427,"EUR",NA,NA,NA,NA,18.9,4.7,NA,NA,NA,122.5
"55",28993,"EUR",NA,NA,NA,NA,17.49,NA,36,NA,NA,122.5
"56",220453,"EUR",NA,NA,NA,NA,29.95,NA,6,118,"g",122.5
"57",10897,"EUR",NA,NA,NA,NA,18.9,4.5,50,522,"g",122.5
"58",395947,"EUR",NA,NA,NA,NA,15,NA,NA,NA,NA,122.5
"59",55430,"EUR",NA,NA,NA,NA,19.99,4.7,14,NA,NA,122.5
"60",20978,"EUR",NA,NA,NA,NA,18.99,NA,15,NA,NA,122.5
"61",5001,"EUR",NA,NA,NA,NA,13.95,4.7,15,NA,NA,145
"62",284,"EUR",NA,NA,NA,NA,21.9,4.2,58,NA,NA,672.5
"63",558,"EUR",NA,NA,NA,NA,16.9,NA,15,NA,NA,450
"64",4436,"EUR",NA,NA,NA,NA,19.9,NA,6,NA,NA,77.5
"65",7457,"EUR",NA,NA,NA,NA,25.7,4.3,32,NA,NA,145
"66",46984,"EUR",NA,NA,NA,NA,15.9,4.8,25,NA,NA,122.5
"67",800328,"EUR",NA,NA,NA,NA,11.79,NA,NA,NA,NA,122.5
"68",1920,"EUR",NA,NA,NA,NA,28.95,4.4,288,458,"g",367.5
"69",44066,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,122.5
"70",14491,"EUR",NA,NA,NA,NA,26.95,4.2,NA,NA,NA,122.5
"71",83681,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,122.5
"72",1882,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,185
"73",99,"EUR",NA,NA,NA,NA,14.95,4.8,218,NA,NA,861
"74",6606,NA,NA,NA,NA,NA,NA,4.5,11,NA,NA,210.5
"75",168,"EUR",NA,NA,NA,NA,14.95,4.7,NA,NA,NA,679.5
"76",8426,"EUR",NA,NA,NA,NA,17,NA,NA,NA,NA,73
"77",22510,"EUR",NA,NA,NA,NA,9.99,4.9,NA,NA,NA,81.5
"78",7998,"EUR",NA,NA,NA,NA,12.99,NA,NA,NA,NA,73
"79",19665,"EUR",NA,NA,NA,NA,19.9,4.5,NA,NA,NA,81.5
"80",7373,"EUR",NA,NA,NA,NA,24.95,4.5,NA,NA,NA,145
"81",1844,"EUR",NA,NA,NA,NA,27.99,4.8,122,358,"g",367.5
"82",51872,"EUR",NA,NA,NA,NA,20.91,4.2,36,NA,NA,122.5
"83",7946,"EUR",NA,NA,NA,NA,33.8,4.7,NA,481,"g",122.5
"84",NA,"EUR",NA,NA,NA,NA,19.9,NA,NA,NA,NA,NA
"85",784172,"EUR",NA,NA,NA,NA,47.88,NA,NA,NA,NA,122.5
"86",27189,"EUR",NA,NA,NA,NA,17.99,4.3,7,340,"g",122.5
"87",174799,"EUR",NA,NA,NA,NA,14.5,3.7,4,322,"g",122.5
"88",21624,"EUR",NA,NA,NA,NA,22.95,NA,NA,NA,NA,122.5
"89",183691,"EUR",NA,NA,NA,NA,36.9,2.9,2,NA,NA,122.5
"90",26801,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,122.5
"91",652532,"EUR",NA,NA,NA,NA,19.53,NA,1,200,"g",122.5
"92",150566,"EUR",NA,NA,NA,NA,19.99,NA,2,NA,NA,122.5
"93",19215,"EUR",NA,NA,NA,NA,32,NA,4,NA,NA,122.5
"94",81203,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,122.5
"95",5533,"EUR",NA,NA,NA,NA,28.99,4.3,24,NA,NA,145
"96",978,"EUR",NA,NA,NA,NA,34.9,NA,2,NA,NA,231.5
"97",3838,"EUR",NA,NA,NA,NA,7.95,4.7,29,4.7,"von",77.5
"98",148481,NA,NA,NA,NA,NA,NA,4,2,NA,NA,22.5
"99",668115,"EUR",NA,NA,NA,NA,9.99,NA,NA,NA,NA,81.5
"100",10446,"EUR",NA,NA,NA,NA,18.95,4.4,NA,59,"g",22.5
"101",4628,"EUR",NA,NA,NA,NA,13.99,4.4,55,4.3,"von",138.5
"102",77290,"EUR",NA,NA,NA,NA,34.97,NA,11,5,"von",71.5
"103",7350,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,160
"104",31263,"EUR",NA,NA,NA,NA,27.85,NA,NA,NA,NA,35
"105",77050,"EUR",NA,NA,NA,NA,29.9,NA,NA,NA,NA,35
"106",72968,"EUR",NA,NA,NA,NA,27.9,NA,NA,NA,NA,35
"107",728333,"EUR",NA,NA,NA,NA,13.94,4.8,6,NA,NA,122.5
"108",22,"EUR",NA,NA,NA,NA,0,NA,NA,NA,NA,2430
"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",143,"EUR",NA,NA,NA,NA,16.99,4.3,123,4.3,"von",1024
"111",58751,"EUR",NA,NA,NA,NA,20.59,4.8,23,322,"g",122.5
"112",6539,"EUR",NA,NA,NA,NA,17.9,NA,28,159,"g",145
"113",13799,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,122.5
"114",35823,"EUR",NA,NA,NA,NA,19.99,NA,4,NA,NA,122.5
"115",38601,"EUR",NA,NA,NA,NA,21.49,NA,2,NA,NA,122.5
"116",75097,"EUR",NA,NA,NA,NA,14.99,3.5,9,381,"g",122.5
"117",21593,"EUR",NA,NA,NA,NA,14.97,NA,10,NA,NA,122.5
"118",32784,"EUR",NA,NA,NA,NA,11.99,4.2,8,NA,NA,122.5
"119",988,"EUR",NA,NA,NA,NA,9.92,NA,468,NA,NA,377
"120",7539,"EUR",NA,NA,NA,NA,16.99,4.2,22,NA,NA,55
"121",51582,"EUR",NA,NA,NA,NA,8.99,NA,7,4,"von",122.5
"122",16512,"EUR",NA,NA,NA,NA,10.9,4.7,8,NA,NA,122.5
"123",17824,"EUR",NA,NA,NA,NA,4.95,NA,1,NA,NA,22.5
"124",804,"EUR",NA,NA,NA,NA,11.39,4.5,NA,NA,NA,315
"125",9421,"EUR",NA,NA,NA,NA,11.31,4.1,NA,NA,NA,71.5
"126",29996,"EUR",NA,NA,NA,NA,12.95,NA,32,4,"von",71.5
"127",527,"EUR",NA,NA,NA,NA,9.49,4.4,NA,NA,NA,564
"128",NA,"EUR",NA,NA,NA,NA,15.95,4.8,56,NA,NA,NA
"129",155014,"EUR",NA,NA,NA,NA,16.95,4.8,6,240,"g",122.5
"130",17695,"EUR",NA,NA,NA,NA,16.99,NA,NA,NA,NA,122.5
"131",198849,"EUR",NA,NA,NA,NA,19.9,NA,2,NA,NA,122.5
"132",6689,"EUR",NA,NA,NA,NA,19.99,4.7,30,308,"g",145
"133",NA,"EUR",NA,NA,NA,NA,17.9,NA,NA,NA,NA,NA
"134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",NA,"EUR",NA,NA,NA,NA,16.04,NA,NA,NA,NA,NA
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",261797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"143",66188,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,122.5
"144",84233,"EUR",NA,NA,NA,NA,33.44,4.1,NA,NA,NA,122.5
"145",87434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"146",62004,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,122.5
"147",35929,NA,NA,NA,NA,NA,NA,3.4,3,NA,NA,122.5
"148",112880,NA,NA,NA,NA,NA,NA,4,7,599,"g",22.5
"149",26091,"EUR",NA,NA,NA,NA,13.99,NA,6,NA,NA,122.5
"150",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"151",147061,"EUR",NA,NA,NA,NA,12.9,NA,NA,NA,NA,81.5
"152",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"153",289254,NA,NA,NA,NA,NA,NA,NA,NA,249,"g",22.5
"154",21940,"EUR",NA,NA,NA,NA,17.79,NA,NA,NA,NA,22.5
"155",76,"EUR",NA,NA,NA,NA,18.97,4.6,NA,141,"g",1182
"156",NA,"EUR",NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
"157",3402,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,77.5
"158",NA,"EUR",NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA
"159",12826,"EUR",NA,NA,NA,NA,12.9,3.4,4,NA,NA,22.5
"160",NA,"EUR",NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
"161",163708,NA,NA,NA,NA,NA,NA,NA,NA,249,"g",22.5
"162",NA,"EUR",NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA
"163",61924,"EUR",NA,NA,NA,NA,12.95,NA,1,NA,NA,22.5
"164",NA,"EUR",NA,NA,NA,NA,12.95,NA,NA,NA,NA,NA
"165",1,"EUR",NA,NA,NA,NA,0,NA,NA,NA,NA,3240
"166",115568,"EUR",NA,NA,NA,NA,8.98,NA,NA,NA,NA,49.5
"167",813,"EUR",NA,NA,NA,NA,0,NA,NA,NA,NA,346
"168",5431,"EUR",NA,NA,NA,NA,20.9,4.6,NA,NA,NA,145
"169",22177,"EUR",NA,NA,NA,NA,16.65,4.9,33,363,"g",122.5
"170",7257,"EUR",NA,NA,NA,NA,13.89,4.6,37,141,"g",145
"171",40721,"EUR",NA,NA,NA,NA,16.99,4.3,5,NA,NA,122.5
"172",20045,"EUR",NA,NA,NA,NA,13.95,NA,NA,NA,NA,122.5
"173",91718,"EUR","cm",NA,NA,NA,29.8,4.3,3,222,"g",122.5
"174",NA,"EUR",NA,NA,NA,NA,27.95,NA,NA,NA,NA,NA
"175",104288,"EUR",NA,NA,NA,NA,48.97,NA,NA,NA,NA,122.5
"176",22175,"EUR",NA,NA,NA,NA,NA,3.9,NA,322,"g",73
"177",68322,"EUR",NA,NA,NA,NA,9.99,2.9,9,308,"g",73
"178",NA,"EUR",NA,NA,NA,NA,18.53,NA,NA,NA,NA,NA
"179",59871,"EUR",NA,NA,NA,NA,11.99,NA,NA,109,"g",73
"180",87295,"EUR",NA,NA,NA,NA,28.45,1,1,218,"g",73
"181",6954,"EUR",NA,NA,NA,NA,14.2,4.2,NA,4.2,"von",145
"182",7257,"EUR",NA,NA,NA,NA,9.99,4.6,37,81.6,"g",145
"183",16734,"EUR",NA,NA,NA,NA,15.9,4.4,22,NA,NA,122.5
"184",108455,"EUR",NA,NA,NA,NA,29.95,NA,3,NA,NA,122.5
"185",179071,"EUR",NA,NA,NA,NA,18.99,NA,NA,NA,NA,122.5
"186",54144,"EUR",NA,NA,NA,NA,17.99,NA,NA,81.6,"g",122.5
"187",114641,"EUR",NA,NA,NA,NA,19.99,NA,NA,NA,NA,122.5
"188",54640,"EUR",NA,NA,NA,NA,13.99,NA,NA,NA,NA,122.5
"189",666848,"EUR",NA,NA,NA,NA,17.99,NA,NA,NA,NA,122.5
"190",NA,"EUR",NA,NA,NA,NA,19.99,NA,NA,NA,NA,NA
"191",10743,"EUR",NA,NA,NA,NA,6.79,NA,19,5,"von",22.5
"192",182656,"EUR",NA,NA,NA,NA,16.9,3.8,NA,NA,NA,81.5
"193",18798,"EUR",NA,NA,NA,NA,7.48,NA,NA,NA,NA,81.5
"194",14445,"EUR",NA,NA,NA,NA,14.9,4.1,46,NA,NA,81.5
"195",8248,"EUR",NA,NA,NA,NA,2.99,NA,NA,NA,NA,55
"196",16266,"EUR",NA,NA,NA,NA,16.95,4.9,19,141,"g",122.5
"197",NA,"EUR",NA,NA,NA,NA,7.99,NA,NA,NA,NA,NA
"198",NA,"EUR",NA,NA,NA,NA,24.99,4.9,93,NA,NA,NA
"199",NA,"EUR",NA,NA,NA,NA,22.99,4.4,57,NA,NA,NA
"200",NA,"EUR",NA,NA,NA,NA,14.99,NA,NA,NA,NA,NA
"201",NA,"EUR",NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"202",230,"EUR",NA,NA,NA,NA,NA,4.3,453,NA,NA,736.5
"203",NA,"EUR",NA,NA,NA,NA,34,NA,5,NA,NA,NA
"204",NA,"EUR",NA,NA,NA,NA,21.9,4.5,15,NA,NA,NA
"205",NA,"EUR",NA,NA,NA,NA,15.45,NA,5,NA,NA,NA
"206",NA,"EUR",NA,NA,NA,NA,13.99,4.1,25,NA,NA,NA
"207",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"208",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"209",3178,"EUR",NA,NA,NA,NA,28.49,4.7,NA,4.7,"von",135
"210",NA,"EUR",NA,NA,NA,NA,16.14,4.3,NA,NA,NA,NA
"211",NA,"EUR",NA,NA,NA,NA,18.99,4.7,NA,NA,NA,NA
"212",4712,"EUR",NA,NA,NA,NA,11.73,4.5,21,4.5,"von",74
"213",NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA
"214",NA,"EUR",NA,NA,NA,NA,8.9,3.6,25,NA,NA,NA
"215",NA,"EUR",NA,NA,NA,NA,8.98,NA,NA,NA,NA,NA
"216",NA,"EUR",NA,NA,NA,NA,16.99,NA,5,NA,NA,NA
"217",442330,"EUR",NA,NA,NA,NA,19,NA,NA,NA,NA,122.5
"218",258946,"EUR",NA,NA,NA,NA,10,NA,NA,NA,NA,122.5
"219",NA,"EUR",NA,NA,NA,NA,6.99,4.8,8,NA,NA,NA
"220",NA,"EUR",NA,NA,NA,NA,19,NA,NA,NA,NA,NA
"221",NA,"EUR",NA,NA,NA,NA,6.99,NA,NA,NA,NA,NA
"222",NA,"EUR",NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"223",1717,"EUR",NA,NA,NA,NA,25.97,3.9,157,540,"g",367.5
"224",98496,"EUR",NA,NA,NA,NA,NA,4.7,NA,NA,NA,73
"225",394164,"EUR",NA,NA,NA,NA,28.95,NA,NA,939,"g",122.5
"226",NA,"EUR",NA,NA,NA,NA,17.9,4.3,69,NA,NA,NA
"227",124357,"EUR",NA,NA,NA,NA,29.95,NA,3,NA,NA,122.5
"228",NA,"EUR",NA,NA,NA,NA,19.99,NA,NA,NA,NA,NA
"229",NA,"EUR",NA,NA,NA,NA,15.99,NA,NA,NA,NA,NA
"230",NA,"EUR",NA,NA,NA,NA,26.99,NA,NA,NA,NA,NA
"231",NA,"EUR",NA,NA,NA,NA,9.99,4.8,NA,NA,NA,NA
"232",112,"EUR",NA,NA,NA,NA,8.99,4.6,NA,NA,NA,762.5
"233",NA,"EUR",NA,NA,NA,NA,19.9,NA,35,NA,NA,NA
"234",NA,"EUR",NA,NA,NA,NA,17.95,4.8,83,NA,NA,NA
"235",NA,"EUR",NA,NA,NA,NA,9.99,NA,19,NA,NA,NA
"236",NA,"EUR",NA,NA,NA,NA,15.99,3.5,NA,NA,NA,NA
"237",48440,"EUR",NA,NA,NA,NA,16.9,4.2,33,NA,NA,122.5
"238",834,"EUR",NA,NA,NA,NA,14.85,NA,NA,4,"von",526
"239",92487,"EUR",NA,NA,NA,NA,26.7,NA,5,NA,NA,122.5
"240",NA,"EUR",NA,NA,NA,NA,15.59,NA,NA,NA,NA,NA
"241",19822,"EUR",NA,NA,NA,NA,24.95,4.8,108,99.8,"g",122.5
"242",NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA
"243",8792,"EUR",NA,NA,NA,NA,NA,3.7,19,NA,NA,122.5
"244",NA,"EUR",NA,NA,NA,NA,17.03,4.2,NA,NA,NA,NA
"245",NA,"EUR",NA,NA,NA,NA,13.95,4.4,12,NA,NA,NA
"246",174669,"EUR",NA,NA,NA,NA,13.95,NA,NA,NA,NA,122.5
"247",1682616,"EUR",NA,NA,NA,NA,12.99,NA,NA,NA,NA,122.5
"248",NA,"EUR",NA,NA,NA,NA,5.99,NA,NA,NA,NA,NA
"249",3028999,"EUR",NA,NA,NA,NA,8.99,NA,NA,NA,NA,122.5
"250",32328,"EUR",NA,NA,NA,NA,18.99,3.6,14,399,"g",122.5
"251",398126,"EUR",NA,NA,NA,NA,17.95,4,2,4,"von",122.5
"252",61691,"EUR",NA,NA,NA,NA,12.94,3.5,5,NA,NA,73
"253",NA,"EUR",NA,NA,NA,NA,34.9,NA,NA,NA,NA,NA
"254",34676,"EUR",NA,NA,NA,NA,34.9,NA,NA,NA,NA,35
"255",NA,"EUR",NA,NA,NA,NA,29.9,NA,NA,NA,NA,NA
"256",42617,"EUR",NA,NA,NA,NA,25.9,NA,NA,NA,NA,35
"257",NA,"EUR",NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"258",31417,"EUR",NA,NA,NA,NA,14.99,NA,NA,NA,NA,122.5
"259",6845,"EUR",NA,NA,NA,NA,12.99,4.6,79,141,"g",145
"260",21917,NA,NA,NA,NA,NA,NA,4.5,149,581,"g",35
"261",10751,NA,NA,NA,NA,NA,NA,4.6,3,NA,NA,35
"262",NA,"EUR",NA,NA,NA,NA,11.7,NA,6,NA,NA,NA
"263",20078,"EUR",NA,NA,NA,NA,14.95,4.6,5,299,"g",122.5
"264",NA,"EUR",NA,NA,NA,NA,6.99,NA,NA,NA,NA,NA
"265",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA
"266",NA,"EUR",NA,NA,NA,NA,9.99,NA,NA,NA,NA,NA
"267",417502,"EUR",NA,NA,NA,NA,13.9,NA,NA,NA,NA,40.5
"268",337718,"EUR",NA,NA,NA,NA,15.9,NA,NA,NA,NA,40.5
"269",NA,"EUR",NA,NA,NA,NA,23.9,4.2,9,NA,NA,NA
"270",NA,"EUR",NA,NA,NA,NA,39.5,NA,NA,NA,NA,NA
"271",69820,"EUR",NA,NA,NA,NA,12.9,NA,1,5,"von",40.5
"272",NA,"EUR",NA,NA,NA,NA,14.55,4.8,25,NA,NA,NA
"273",10264,"EUR",NA,NA,NA,NA,24.95,4.5,149,540,"g",35
"274",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"275",NA,"EUR",NA,NA,NA,NA,13.99,4.5,NA,NA,NA,NA
"276",NA,"EUR",NA,NA,NA,NA,7.95,NA,NA,NA,NA,NA
"277",NA,"EUR",NA,NA,NA,NA,15.95,NA,NA,NA,NA,NA
"278",NA,"EUR",NA,NA,NA,NA,10.2,4.3,25,NA,NA,NA
"279",NA,"EUR",NA,NA,NA,NA,21.79,4.7,16,NA,NA,NA
"280",NA,"EUR",NA,NA,NA,NA,11.99,NA,NA,NA,NA,NA
"281",105018,"EUR",NA,NA,NA,NA,21.95,NA,1,NA,NA,71.5
"282",3362,"EUR",NA,NA,NA,NA,23.99,NA,2,NA,NA,138.5
"283",30490,"EUR",NA,NA,NA,NA,69,4.1,4,NA,NA,71.5
"284",NA,"EUR",NA,NA,NA,NA,22.38,3.2,NA,NA,NA,NA
"285",3585,"EUR",NA,NA,NA,NA,58.99,3.9,144,3.9,"von",193.5
"286",20774,"EUR",NA,NA,NA,NA,17.9,5,7,5,"von",71.5
"287",NA,"EUR",NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA
"288",47680,"EUR",NA,NA,NA,NA,73.9,5,2,NA,NA,22.5
"289",255538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5
"290",3357,"EUR",NA,NA,NA,NA,9.99,5,7,159,"g",193.5
"291",89110,"EUR",NA,NA,NA,NA,6.99,NA,NA,NA,NA,22.5
"292",1784,"EUR",NA,NA,NA,NA,9.99,4.5,10,NA,NA,198.5
"293",NA,"EUR",NA,NA,NA,NA,11.69,NA,2,NA,NA,NA
"294",NA,"EUR",NA,NA,NA,NA,7.95,4.6,4,NA,NA,NA
"295",NA,"EUR",NA,NA,NA,NA,25.61,4.4,NA,NA,NA,NA
"296",NA,"EUR",NA,NA,NA,NA,13.95,4.9,242,NA,NA,NA
"297",NA,"EUR",NA,NA,NA,NA,13.95,4.9,97,NA,NA,NA
"298",224353,"EUR",NA,NA,NA,NA,119,4.5,8,4.5,"von",71.5
"299",NA,"EUR",NA,NA,NA,NA,39,NA,3,NA,NA,NA
"300",6320,"EUR",NA,NA,NA,NA,10.99,4.8,6,NA,NA,145
"301",NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA
"302",1,"EUR",NA,NA,NA,NA,12.99,3.8,NA,NA,NA,3240
"303",NA,"EUR",NA,NA,NA,NA,13.29,4.2,NA,NA,NA,NA
"304",NA,"EUR",NA,NA,NA,NA,19.97,4.6,2.12,NA,NA,NA
"305",NA,"EUR",NA,NA,NA,NA,21.97,4.7,1.369,NA,NA,NA
"306",NA,"EUR",NA,NA,NA,NA,NA,4.5,210,NA,NA,NA
"307",583576,"EUR",NA,NA,NA,NA,29.95,4.3,4,4.3,"von",35
"308",111,"EUR",NA,NA,NA,NA,NA,4.4,210,NA,NA,1371
"309",152,"EUR",NA,NA,NA,NA,NA,3.6,866,NA,NA,968
"310",NA,"EUR",NA,NA,NA,NA,7.99,3.4,164,NA,NA,NA
"311",79469,"EUR",NA,NA,NA,NA,68.99,NA,NA,NA,NA,71.5
"312",12458,"EUR",NA,NA,NA,NA,5.99,3.6,24,NA,NA,71.5
"313",123458,"EUR",NA,NA,NA,NA,41.52,2.4,3,NA,NA,71.5
"314",1063556,"EUR",NA,NA,NA,NA,44.87,NA,NA,NA,NA,122.5
"315",12528,"EUR",NA,NA,NA,NA,13.9,NA,NA,NA,NA,40.5
"316",9862,"EUR",NA,NA,NA,NA,18.9,NA,3,5,"von",40.5
"317",NA,"EUR",NA,NA,NA,NA,25.9,3.9,3,NA,NA,NA
"318",NA,"EUR",NA,NA,NA,NA,9.99,4.1,18,NA,NA,NA
"319",NA,"EUR",NA,NA,NA,NA,7.99,NA,1,NA,NA,NA
"320",18880,"EUR",NA,NA,NA,NA,13.99,NA,3,NA,NA,122.5
"321",NA,"EUR",NA,NA,NA,NA,23.9,4.3,117,NA,NA,NA
"322",NA,"EUR",NA,NA,NA,NA,68.85,4.1,NA,NA,NA,NA
"323",1016,"EUR",NA,NA,NA,NA,32.95,3.9,NA,3.9,"von",421
"324",6446,"EUR",NA,NA,NA,NA,29.99,4.2,NA,4.2,"von",145
"325",4480,"EUR",NA,NA,NA,NA,36.99,NA,NA,4,"von",193.5
"326",NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA
"327",NA,"EUR",NA,NA,NA,NA,18.95,4.9,19,NA,NA,NA
"328",NA,"EUR",NA,NA,NA,NA,22.99,NA,NA,NA,NA,NA
"329",NA,"EUR",NA,NA,NA,NA,22.99,NA,NA,NA,NA,NA
"330",NA,"EUR",NA,NA,NA,NA,15.99,4.3,28,NA,NA,NA
"331",NA,"EUR",NA,NA,NA,NA,14.95,4.5,63,NA,NA,NA
"332",2577,"EUR",NA,NA,NA,NA,14.95,4.7,43,NA,NA,339.5
"333",1953,"EUR",NA,NA,NA,NA,16.95,4.7,53,NA,NA,339.5
